SUPERBLOCK,64,24,1024,128,8192,24,11
GROUP,0,64,24,41,8,3,4,5
BFREE,22
BFREE,23
BFREE,24
BFREE,25
BFREE,26
BFREE,27
BFREE,28
BFREE,29
BFREE,30
BFREE,31
BFREE,32
BFREE,33
BFREE,34
BFREE,35
BFREE,36
BFREE,37
BFREE,38
BFREE,39
BFREE,40
BFREE,41
BFREE,42
BFREE,43
BFREE,44
BFREE,45
BFREE,46
BFREE,47
BFREE,48
BFREE,49
BFREE,50
BFREE,51
BFREE,52
BFREE,53
BFREE,54
BFREE,55
BFREE,56
BFREE,57
BFREE,58
BFREE,59
BFREE,60
BFREE,61
BFREE,62
IFREE,17
IFREE,18
IFREE,19
IFREE,20
IFREE,21
IFREE,22
IFREE,23
IFREE,24
INODE,2,d,755,0,0,4,02/20/20 19:57:52,02/20/20 19:57:52,02/20/20 19:57:52,1024,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIRENT,2,0,2,12,1,'.'
DIRENT,2,12,2,12,2,'..'
DIRENT,2,24,11,20,10,'lost+found'
DIRENT,2,44,12,24,14,'SUBDIRECTORY_1'
DIRENT,2,68,13,20,10,'empty_file'
DIRENT,2,88,13,28,18,'link_to_empty_file'
DIRENT,2,116,15,32,21,'symlink_to_empty_file'
DIRENT,2,148,16,876,10,'small_file'
INODE,11,d,700,0,0,2,02/20/20 19:57:52,02/20/20 19:57:52,02/20/20 19:57:52,12288,24,9,10,11,12,13,14,15,16,17,18,19,20,0,0,0
DIRENT,11,0,11,12,1,'.'
DIRENT,11,12,2,1012,2,'..'
INODE,12,d,755,0,0,2,02/20/20 19:57:52,02/20/20 19:57:52,02/20/20 19:57:52,1024,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIRENT,12,0,12,12,1,'.'
DIRENT,12,12,2,12,2,'..'
DIRENT,12,24,14,1000,10,'empty_file'
INODE,13,f,644,0,0,2,02/20/20 19:57:52,02/20/20 19:57:52,02/20/20 19:57:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INODE,14,f,644,0,0,1,02/20/20 19:57:52,02/20/20 19:57:52,02/20/20 19:57:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INODE,15,s,777,0,0,1,02/20/20 19:57:52,02/20/20 19:57:52,02/20/20 19:57:52,26,0
INODE,16,f,644,0,0,1,02/20/20 19:57:52,02/20/20 19:57:52,02/20/20 19:57:52,1024,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
